Nome do Produto;Descricao do Produto;Fabricante;Nome da Marca;Tipo;Custo Unitario;Preco Unitario;ID Produto;ID Subcategoria
Fabrikam Laptop13.3W M3080 Red;13.3-inches widescreen TFT LCD display, 160 GB hard drive;Fabrikam, Inc.;Fabrikam;Regular;198,32;389;361;15
Adventure Works Laptop15 M1500 Black;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;699;363;15
Adventure Works Laptop12 M1200 Black;80GB hard drive, 512MB memory;Adventure Works;Adventure Works;Regular;195,24;382,95;364;15
Adventure Works Laptop16 M1600 Black;180 GB hard drive, 2 GB RAM 16-inches LCD;Adventure Works;Adventure Works;Regular;275,46;599;365;15
Adventure Works Laptop15.4W M1548 Black;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Adventure Works;Adventure Works;Regular;348,58;758;366;15
Adventure Works Laptop15 M1501 White;15-inch screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;699;369;15
Adventure Works Laptop12 M1201 White;80GB hard drive, 512MB memory;Adventure Works;Adventure Works;Regular;195,24;382,95;370;15
Adventure Works Laptop16 M1601 White;180 GB hard drive, 2 GB RAM 16-inches LCD;Adventure Works;Adventure Works;Regular;275,46;599;371;15
Adventure Works Laptop15.4W M1548 White;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Adventure Works;Adventure Works;Regular;348,58;758;372;15
Adventure Works Laptop15 M1501 Silver;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;699;375;15
Adventure Works Laptop12 M1201 Silver;80GB hard drive, 512MB memory;Adventure Works;Adventure Works;Regular;195,24;382,95;376;15
Adventure Works Laptop16 M1601 Silver;180 GB hard drive, 2 GB RAM 16-inches LCD;Adventure Works;Adventure Works;Regular;275,46;599;377;15
Adventure Works Laptop15.4W M1548 Silver;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Adventure Works;Adventure Works;Regular;348,58;758;378;15
WWI Projector 720p DLP56 Black;Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life;Wide World Importers;Wide World Importers;Regular;459,4;999;614;19
WWI Projector 480p LCD12 Black;High brightness, 1300 ANSI lumen light output, remote control;Wide World Importers;Wide World Importers;Regular;116,75;229;615;19
WWI Projector 480p DLP12 Black;850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios;Wide World Importers;Wide World Importers;Regular;254,4;499;616;19
WWI Screen 125in M1611 Black;16:9 Aspect Ratio - 125in. 160 degree wide viewing angle.;Wide World Importers;Wide World Importers;Regular;152,08;459;617;19
WWI Screen 113in M1610 Black;16:9 Aspect Ratio - 113in.Dual wall and ceiling - perfect for home / business.;Wide World Importers;Wide World Importers;Regular;99,06;299;618;19
WWI Screen 106in M1609 Black;16:9 aspect ratio-106in, electric/motorized screen for home theater and commercial presentations;Wide World Importers;Wide World Importers;Regular;115,43;251;619;19
WWI Projector 720p LCD56 White;720p high definition performance with 10,000:1 contrast ratio;Wide World Importers;Wide World Importers;Regular;321,44;699;624;19
WWI Projector 720p DLP56 White;Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life;Wide World Importers;Wide World Importers;Regular;459,4;999;625;19
WWI Projector 480p LCD12 White;High brightness, 1300 ANSI lumen light output, remote control;Wide World Importers;Wide World Importers;Regular;116,75;229;626;19
WWI Projector 480p DLP12 White;850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios;Wide World Importers;Wide World Importers;Regular;254,4;499;627;19
WWI Screen 125in M1611 White;16:9 aspect ratio-125in, 160 degree wide viewing angle;Wide World Importers;Wide World Importers;Regular;152,08;459;628;19
WWI Screen 113in M1610 White;16:9 aspect ratios - 113in, dual wall and ceiling - perfect for home / business;Wide World Importers;Wide World Importers;Regular;99,06;299;629;19
WWI Screen 106in M1609 White;16:9 aspect ratios - 106in, electric/motorized screen for home theater and commercial presentations;Wide World Importers;Wide World Importers;Regular;115,43;251;630;19
Adventure Works Laptop15 M1501 Red;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;699;381;15
Adventure Works Laptop12 M1201 Red;80GB hard drive, 512MB memory;Adventure Works;Adventure Works;Regular;195,24;382,95;382;15
Adventure Works Laptop16 M1601 Red;180 GB hard drive, 2 GB RAM 16-inches LCD;Adventure Works;Adventure Works;Regular;275,46;599;383;15
Adventure Works Laptop15.4W M1548 Red;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Adventure Works;Adventure Works;Regular;348,58;758;384;15
Adventure Works Laptop15 M1501 Blue;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;699;387;15
Adventure Works Laptop12 M1201 Blue;80GB hard drive, 512MB memory;Adventure Works;Adventure Works;Regular;195,24;382,95;388;15
Adventure Works Laptop16 M1601 Blue;180 GB hard drive, 2 GB RAM 16-inches LCD;Adventure Works;Adventure Works;Regular;275,46;599;389;15
WWI Laptop15 M0150 Black;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Wide World Importers;Wide World Importers;Regular;321,44;699;391;15
WWI Laptop12 M0120 Black;80GB hard drive, 512MB memory;Wide World Importers;Wide World Importers;Regular;195,24;382,95;392;15
WWI Laptop16 M0160 Black;180 GB hard drive, 2 GB RAM 16-inches LCD;Wide World Importers;Wide World Importers;Regular;275,46;599;393;15
WWI Laptop15.4W M0156 Black;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Wide World Importers;Wide World Importers;Regular;348,58;758;394;15
WWI Laptop15 M0150 White;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Wide World Importers;Wide World Importers;Regular;321,44;699;397;15
WWI Laptop12 M0120 White;80GB hard drive, 512MB memory;Wide World Importers;Wide World Importers;Regular;195,24;382,95;398;15
WWI Laptop16 M0160 White;180 GB hard drive, 2 GB RAM 16-inches LCD;Wide World Importers;Wide World Importers;Regular;275,46;599;399;15
WWI Laptop15.4W M0156 White;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Wide World Importers;Wide World Importers;Regular;348,58;758;400;15
WWI Laptop15 M0150 Blue;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Wide World Importers;Wide World Importers;Regular;321,44;699;403;15
Proseware Laptop15 M510 Black;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Proseware, Inc.;Proseware;Regular;321,44;699;405;15
Proseware Laptop12 M210 Black;80GB hard drive, 512MB memory;Proseware, Inc.;Proseware;Regular;195,24;382,95;406;15
Proseware Laptop16 M610 Black;180 GB hard drive, 2 GB RAM 16-inches LCD;Proseware, Inc.;Proseware;Regular;275,46;599;407;15
Proseware Laptop15.4W M518 Black;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Proseware, Inc.;Proseware;Regular;348,58;758;408;15
Proseware Laptop15 M510 White;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Proseware, Inc.;Proseware;Regular;321,44;699;411;15
Proseware Laptop12 M210 White;80GB hard drive, 512MB memory;Proseware, Inc.;Proseware;Regular;195,24;382,95;412;15
Proseware Laptop16 M610 White;180 GB hard drive.2 GB RAM.16-inch LCD.;Proseware, Inc.;Proseware;Regular;275,46;599;413;15
Proseware Laptop15.4W M518 White;15.4-inch Widescreen TFT LCD display, 1280x800 resolutions;Proseware, Inc.;Proseware;Regular;348,58;758;414;15
Adventure Works Desktop PC2.30 MD230 Silver;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";Adventure Works;Adventure Works;Regular;275,46;599;417;17
Adventure Works Desktop PC1.80 ED180 Silver;1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive;Adventure Works;Adventure Works;Regular;188,13;369;419;17
Adventure Works Desktop PC1.80 ED182 Silver;1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive;Adventure Works;Adventure Works;Regular;254,86;499,9;420;17
Adventure Works Desktop PC3.0 MS300 Silver;3.0GHz processor, 4GB DDR2 SDRAM memory, 500GB 7200RPM hard drive, 19 inch LCD flat monitors;Adventure Works;Adventure Works;Regular;215,68;469;421;17
Adventure Works Desktop PC2.30 MD230 Black;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";Adventure Works;Adventure Works;Regular;275,46;599;423;17
Adventure Works Desktop PC1.80 ED182 White;1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive;Adventure Works;Adventure Works;Regular;254,86;499,9;437;17
WWI Desktop PC2.30 M2300 Brown;2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 4MB L2 Cache;Wide World Importers;Wide World Importers;Regular;257,06;559;439;17
WWI Desktop PC3.0 M0300 Silver;3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inch LCD flat monitors;Wide World Importers;Wide World Importers;Regular;160,49;349;443;17
WWI Desktop PC2.30 M2300 Black;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";Wide World Importers;Wide World Importers;Regular;257,06;559;445;17
Proseware LCD19W M100 Black;19 inches widescreen LCD monitor 300cd/m2 (typical) brightness;Proseware, Inc.;Proseware;Regular;82,32;179;468;18
Proseware LCD22 M2000 White;"22"" Screen LCD, resolution - 1680 x 1050";Proseware, Inc.;Proseware;Regular;205,09;619;477;18
Proseware LCD22W M2001 White;"22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness";Proseware, Inc.;Proseware;Regular;224,97;679;478;18
Proseware LCD20 M200 White;"Screen size: 20"", response time: 5ms, brightness: 300cd/m2";Proseware, Inc.;Proseware;Regular;119,11;259;479;18
Proseware LCD20W M230 White;"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1";Proseware, Inc.;Proseware;Regular;128,3;279;480;18
Proseware LCD19W M100 White;19 inches widescreen LCD monitor 300cd/m2 (typical) brightness;Proseware, Inc.;Proseware;Regular;82,32;179;482;18
Adventure Works LCD22 M200 Black;"22"" Screen LCD, resolution - 1680 x 1050";Adventure Works;Adventure Works;Regular;205,09;619;491;18
Adventure Works LCD22W M200 Black;"22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness";Adventure Works;Adventure Works;Regular;224,97;679;492;18
Adventure Works LCD20 M210 Black;"Screen size: 20"", response time: 5ms,  brightness: 300cd/m2";Adventure Works;Adventure Works;Regular;119,11;259;493;18
Adventure Works LCD20W M240 Black;"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1";Adventure Works;Adventure Works;Regular;128,3;279;494;18
Adventure Works LCD19W M100 Black;19 inches widescreen LCD monitor 300cd/m2 (typical) brightness;Adventure Works;Adventure Works;Regular;82,32;179;496;18
Adventure Works LCD22 M200 White;"22"" Screen LCD, resolution - 1680 x 1050";Adventure Works;Adventure Works;Regular;205,09;619;505;18
Adventure Works LCD22W M200 White;"22"" wide screen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness";Adventure Works;Adventure Works;Regular;224,97;679;506;18
Adventure Works LCD20 M210 White;"Screen size: 20"", response time: 5ms, brightness: 300cd/m2";Adventure Works;Adventure Works;Regular;119,11;259;507;18
Adventure Works LCD20W M240 White;"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1";Adventure Works;Adventure Works;Regular;128,3;279;508;18
Adventure Works LCD19W M100 White;19 inches widescreen LCD monitor, 300cd/m2 (typical) brightness;Adventure Works;Adventure Works;Regular;82,32;179;510;18
WWI LCD22 M2002 White;"22"" Screen LCD, resolution - 1680 x 1050";Wide World Importers;Wide World Importers;Regular;205,09;619;530;18
WWI LCD22W M2003 White;"22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness";Wide World Importers;Wide World Importers;Regular;224,97;679;531;18
WWI LCD20 M220 White;"Screen size: 20"", response time: 5ms, brightness: 300cd/m2";Wide World Importers;Wide World Importers;Regular;119,11;259;532;18
WWI LCD20W M250 White;"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1";Wide World Importers;Wide World Importers;Regular;128,3;279;533;18
WWI LCD19W M100 White;19 inches widescreen LCD monitor, 300cd/m2 (typical) brightness;Wide World Importers;Wide World Importers;Regular;82,32;179;535;18
Proseware Projector 720p LCD56 Black;720p High Definition performance with 10,000:1 contrast ratio.;Proseware, Inc.;Proseware;Regular;321,44;699;541;19
Proseware Projector 720p DLP56 Black;Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life;Proseware, Inc.;Proseware;Regular;459,4;999;542;19
Proseware Projector 480p LCD12 Black;High brightness, 1300 ANSI lumen light output, remote control;Proseware, Inc.;Proseware;Regular;116,75;229;543;19
Proseware Projector 480p DLP12 Black;850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios;Proseware, Inc.;Proseware;Regular;254,4;499;544;19
Proseware Screen 125in X1609 Black;16:9 aspect ratios - 125in, 160 degree wide viewing angle;Proseware, Inc.;Proseware;Regular;152,08;459;545;19
Proseware Screen 113in X1609 Black;16:9 aspect ratios - 113in, dual wall and ceiling-perfect for home / business;Proseware, Inc.;Proseware;Regular;99,06;299;546;19
Proseware Screen 106in M1609 Black;16:9 aspect ratios - 106in, electric/motorized screen for home theater and commercial presentations;Proseware, Inc.;Proseware;Regular;115,43;251;547;19
Proseware Projector 720p LCD56 White;720p high definition performance with 10,000:1 contrast ratio;Proseware, Inc.;Proseware;Regular;321,44;699;553;19
Proseware Projector 720p DLP56 White;Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life;Proseware, Inc.;Proseware;Regular;459,4;999;554;19
Proseware Projector 480p LCD12 White;High brightness, 1300 ANSI lumen light output, remote control;Proseware, Inc.;Proseware;Regular;116,75;229;555;19
Proseware Projector 480p DLP12 White;850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios;Proseware, Inc.;Proseware;Regular;254,4;499;556;19
Proseware Screen 125in X1609 White;16:9 aspect ratios-125in, 160 degree wide viewing angle;Proseware, Inc.;Proseware;Regular;152,08;459;557;19
Proseware Screen 113in X1609 White;16:9 aspect ratios-113in, dual wall and ceiling - perfect for home / business;Proseware, Inc.;Proseware;Regular;99,06;299;558;19
Proseware Screen 106in M1609 White;16:9 aspect ratios-106in, electric/motorized screen for home theater and commercial presentations;Proseware, Inc.;Proseware;Regular;115,43;251;559;19
Proseware Projector 720p LCD56 Silver;720p high definition performance with 10,000:1 contrast ratio;Proseware, Inc.;Proseware;Regular;321,44;699;565;19
Proseware Projector 720p DLP56 Silver;Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life;Proseware, Inc.;Proseware;Regular;459,4;999;566;19
Proseware Projector 480p LCD12 Silver;High brightness, 1300 ANSI lumen light output, remote control;Proseware, Inc.;Proseware;Regular;116,75;229;567;19
Proseware Projector 480p DLP12 Silver;850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios;Proseware, Inc.;Proseware;Regular;254,4;499;568;19
Proseware Screen 125in X1609 Silver;16:9 aspect ratios-125in, 160 degree wide viewing angle;Proseware, Inc.;Proseware;Regular;152,08;459;569;19
Proseware Screen 113in X1609 Silver;16:9 aspect ratios-113in, dual wall and ceiling- perfect for home / business;Proseware, Inc.;Proseware;Regular;99,06;299;570;19
Proseware Screen 106in M1609 Silver;16:9 aspect ratios-106in, electric/motorized screen for home theater and commercial presentations;Proseware, Inc.;Proseware;Regular;115,43;251;571;19
WWI Projector 720p LCD56 Black;720p high definition performance with 10,000:1 contrast ratio;Wide World Importers;Wide World Importers;Regular;321,44;699;613;19
Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black;20 x 11.9 x 15.8 inches, robust and affordable scanner;Proseware, Inc.;Proseware;Regular;73,58;160;655;20
Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black;8.2 x 17.8 x 16 inches, compact 3-in-1 color inkjet printer that prints, scans, and copies;Proseware, Inc.;Proseware;Regular;72,66;158;656;20
Proseware Duplex Scanner M200 Black;8.2 x 17.8 x 16 inches, duplex scans;Proseware, Inc.;Proseware;Regular;68,52;149;657;20
Proseware High Speed Laser M2000 Black;22.3 x 13.2 x 21 inches, 30 pounds, high Speed Laser Fax;Proseware, Inc.;Proseware;Regular;69,25;209;658;20
Proseware Laser Fax Printer M250 Black;19.9 x 9.6 x 10.7 inches, 10.8 pounds, Laser fax printer;Proseware, Inc.;Proseware;Regular;54,26;118;659;20
Proseware Color Ink Jet Fax, Copier, Phone M250 Black;17 x 11.7 x 6.1 inches, 18 pounds, color Inkjet Fax, Copier, Phone;Proseware, Inc.;Proseware;Regular;73,12;159;660;20
Proseware Office Jet All-in-One Printer M500 Black;13.6 x 22.1 x 20.7 inches, CD with software, set-up poster, power cord;Proseware, Inc.;Proseware;Regular;74,96;163;666;20
Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black;17.2 x 5.5 x 8.1 inches, 8.4 pounds, office jet wireless all-in-one Ink jet Printer;Proseware, Inc.;Proseware;Regular;87,37;190;667;20
Proseware Photo smart All-in-One Printer M380 Black;9.5 x 17.4 x 17.7 inches, 25.4 pounds, All-In-One device offers color printing, copying, faxing, and scanning, outstanding print quality for photos and documents;Proseware, Inc.;Proseware;Regular;67,6;147;668;20
Proseware Wireless Photo All-in-One Printer M390 Black;11 x 13 x 13 inches, 12.6 pounds, border free photos in popular sizes;Proseware, Inc.;Proseware;Regular;86,45;188;669;20
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black;17.1 x 8.5 x 15.8 inches, 15.4 pounds, high-performance all-in-one color ink jet printer that prints, copies, scans, and faxes. Prints at speeds of up to 23ppm;Proseware, Inc.;Proseware;Regular;90,13;196;670;20
Proseware Photo Inkjet Printer M100 Grey;Print speeds up to 26ppm, 6.4 x 11.4 x 17.2 inches, 12.8 pounds;Proseware, Inc.;Proseware;Regular;73,12;159;671;20
Proseware Ink Jet All in one M300 Grey;17.2 x 5.5 x 8.1 inches, 8.2 pounds, Ink Jet  all in one,  Large 80-sheet input tray;Proseware, Inc.;Proseware;Regular;77,72;169;672;20
Proseware Laser Jet Color Printer X300 Grey;16.1 x 18.1 x 9.3 inches, 23.5 pounds, LaserJet;Proseware, Inc.;Proseware;Regular;69,25;209;674;20
Proseware Laser Jet All in one X300 Grey;17.5 x 13.1 x 6.1 inches, operate your printer within seconds after power-on with quick start;Proseware, Inc.;Proseware;Regular;72,56;219;675;20
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey;17.1 x 8.5 x 15.8 inches, 15.4 pounds, high-performance all-in-one color inkjet printer that prints, copies, scans, and faxes, prints at speeds of up to 23ppm;Proseware, Inc.;Proseware;Regular;90,13;196;699;20
Proseware Photo Ink Jet Printer M100 White;Print speeds up to 26ppm, 6.4 x 11.4 x 17, 2 inches, 12.8 pounds;Proseware, Inc.;Proseware;Regular;73,12;159;700;20
Proseware Ink Jet All in one M300 White;17.2 x 5.5 x 8.1 inches, 8.2 pounds, Ink Jet  all in one,  Large 80-sheet input tray;Proseware, Inc.;Proseware;Regular;77,72;169;701;20
Proseware Laser Jet Color Printer X300 White;16.1 x 18.1 x 9.3 inches, 23.5 pounds, LaserJet;Proseware, Inc.;Proseware;Regular;69,25;209;703;20
Proseware Laser Jet All in one X300 White;17.5 x 13.1 x 6.1 inches, operate your printer within seconds after power-on with quick start;Proseware, Inc.;Proseware;Regular;72,56;219;704;20
Proseware Mobile Receipt and Document Scanner M200 White;13.7 x 8.8 x 7.6 inches, mobile receipt and document scanner;Proseware, Inc.;Proseware;Regular;53,34;116;709;20
Proseware Scan Jet Digital Flat Bed Scanner M300 White;7.2 x 18 x 15.1 inches, Scan Jet Digital Flat Bed Scanner;Proseware, Inc.;Proseware;Regular;55,64;121;710;20
Proseware All-In-One Photo Printer M200 White;14.5 x 17.7 x 5.7 inches, affordable, high-performance printer for professional printing at home or office;Proseware, Inc.;Proseware;Regular;62,54;136;711;20
Proseware Ink Jet Wireless All-In-One Printer M400 White;17.4 x 10 x 5.6 inches, Ink jet printer delivers outstanding photo prints and text quality;Proseware, Inc.;Proseware;Regular;59,32;129;712;20
Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White;20 x 11.9 x 15.8 inches, robust and affordable  scanner;Proseware, Inc.;Proseware;Regular;73,58;160;713;20
Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White;8.2 x 17.8 x 16 inches, compact 3-in-1 color inkjet printer that prints, scans, and copies;Proseware, Inc.;Proseware;Regular;72,66;158;714;20
Proseware Duplex Scanner M200 White;8.2 x 17.8 x 16 inches, duplex scans;Proseware, Inc.;Proseware;Regular;68,52;149;715;20
Proseware High Speed Laser M2000 White;22.3 x 13.2 x 21 inches, 30 pounds, high Speed Laser Fax;Proseware, Inc.;Proseware;Regular;69,25;209;716;20
Proseware Laser Fax Printer M250 White;19.9 x 9.6 x 10.7 inches,10.8 pounds, Laser fax printer;Proseware, Inc.;Proseware;Regular;54,26;118;717;20
Proseware Color Ink jet Fax, Copier, Phone M250 White;17 x 11.7 x 6.1 inches, 18 pounds, color Inkjet Fax, Copier, Phone;Proseware, Inc.;Proseware;Regular;73,12;159;718;20
Proseware Office Jet All-in-One Printer M500 White;13.6 x 22.1 x 20.7 inches, CD with software, set-up poster, power cord;Proseware, Inc.;Proseware;Regular;74,96;163;724;20
Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White;17.2 x 5.5 x 8.1 inches, 8.4 pounds, office jet wireless All-in-One Inkjet Printer;Proseware, Inc.;Proseware;Regular;87,37;190;725;20
Proseware Photo Smart All-in-One Printer M380 White;9.5 x 17.4 x 17.7 inches, 25.4 pounds, All-In-One device offers color printing, copying, faxing, and scanning, outstanding print quality for photos and documents;Proseware, Inc.;Proseware;Regular;67,6;147;726;20
Proseware Wireless Photo All-in-One Printer M390 White;11 x 13 x 13 inches, 12.6 pounds, border free photos in popular sizes;Proseware, Inc.;Proseware;Regular;86,45;188;727;20
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White;17.1 x 8.5 x 15.8 inches, 15.4 pounds, high-performance all-in-one color inkjet printer that prints, copies, scans, and faxes, prints at speeds of up to 23ppm;Proseware, Inc.;Proseware;Regular;90,13;196;728;20
Proseware Scan Jet Digital Flat Bed Scanner M300 Green;12 x 16 x 8 inches, 17 pounds scan Jet Digital Flat Bed Scanner;Proseware, Inc.;Proseware;Regular;55,64;121;729;20
Proseware All-In-One Photo Printer M200 Green;16 x 19 x 13 inches, 14 pounds, All-In-One Photo Printer;Proseware, Inc.;Proseware;Regular;62,54;136;730;20
Proseware Ink Jet Wireless All-In-One Printer M400 Green;18.1 x 17.9 x 11.2 inches, 14.4 kbps fax modem with 200-sheet paper capacity, 20-page automatic document feeder, and 512 KB memory holds up to 25 pages;Proseware, Inc.;Proseware;Regular;59,32;129;731;20
Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green;20 x 18 x 14.2 inches, Ink Jet Instant PDF Sheet-Fed Scanner;Proseware, Inc.;Proseware;Regular;73,58;160;732;20
Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green;15.2 x 15.7 x 8.7 inches, 18.4 pounds, Desk jet All-in-One Printer, Scanner, Copier;Proseware, Inc.;Proseware;Regular;72,66;158;733;20
Proseware Duplex Scanner M200 Green;11 x 15 x 6 inches. 10 pounds, duplex scanner;Proseware, Inc.;Proseware;Regular;68,52;149;734;20
Proseware High Speed Laser M2000 Green;Copy and fax capabilities, high speed Laser Fax;Proseware, Inc.;Proseware;Regular;69,25;209;735;20
Proseware Laser Fax Printer M250 Green;10.6 x 15.7 x 6.8 inches, 12.4 pounds, technology for sending clear;Proseware, Inc.;Proseware;Regular;54,26;118;736;20
Proseware Color Ink Jet Fax, Copier, Phone M250 Green;9.4 x 5.5 x 13 inches, 6.9 pounds, 15 seconds per page transmission time;Proseware, Inc.;Proseware;Regular;73,12;159;737;20
A. Datum All in One Digital Camera M200 Grey;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;A. Datum Corporation;A. Datum;Regular;86,45;188;962;23
A. Datum Interchangeable lens Non-SLR Digital Camera X250 Grey;Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in;A. Datum Corporation;A. Datum;Regular;88,79;268;963;23
A. Datum Consumer Digital Camera M300 Grey;Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;84,84;184,5;966;23
A. Datum Advanced Digital Camera M300 Grey;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in . Weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;86,68;188,5;967;23
A. Datum Bridge Digital Camera M300 Grey;Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz;A. Datum Corporation;A. Datum;Regular;85,95;186,9;968;23
A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver;Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in;A. Datum Corporation;A. Datum;Regular;88,79;268;991;23
A. Datum Consumer Digital Camera M300 Silver;Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;84,84;184,5;994;23
A. Datum Advanced Digital Camera M300 Silver;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;86,68;188,5;995;23
A. Datum Bridge Digital Camera M300 Silver;Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz;A. Datum Corporation;A. Datum;Regular;85,95;186,9;996;23
A. Datum SLR-like Digital Camera M400 Silver;Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz;A. Datum Corporation;A. Datum;Regular;90,55;196,9;997;23
A. Datum Point Shoot Digital Camera M500 Silver;gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz;A. Datum Corporation;A. Datum;Regular;91,05;198;998;23
A. Datum Full Frame Digital Camera X300 Silver;Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz;A. Datum Corporation;A. Datum;Regular;76,53;231;999;23
A. Datum Rangefinder Digital Camera X200 Orange;Digital camera – compact, 3.7 in x 0.9 in x 2 in, 4.4 oz;A. Datum Corporation;A. Datum;Regular;66,26;200;1001;23
A. Datum All in One Digital Camera M200 Orange;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;A. Datum Corporation;A. Datum;Regular;86,45;188;1004;23
A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange;Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in;A. Datum Corporation;A. Datum;Regular;88,79;268;1005;23
