,IDCliente,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalGasto,Churn,Codigo
6448,3685-YLCMQ,Masculino,0,Nao,Nao,58,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,104.65,6219.6,Sim,
6457,2233-TXSIU,Masculino,0,Sim,Sim,17,Nao,SemTelefone,DSL,Sim,Nao,Sim,Nao,Sim,Nao,Anual,Nao,CartaoCredito,44.45,792.15,Nao,
6293,7977-HXJKU,Masculino,0,Nao,Sim,21,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.6,397,Nao,
1148,7851-WZEKY,Feminino,0,Nao,Nao,2,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,95.15,196.9,Sim,
3261,2378-YIZKA,Feminino,0,Sim,Sim,68,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,85.0,5607.75,Nao,
574,6030-REHUX,Feminino,1,Sim,Nao,28,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,110.85,3204.4,Nao,
3769,2129-ALKBS,Feminino,0,Sim,Sim,40,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,26.2,1077.5,Nao,
3736,2926-JEJJC,Feminino,0,Nao,Nao,8,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,DebitoAutomatico,20.2,140.95,Nao,
4146,9821-POOTN,Masculino,0,Sim,Nao,35,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,75.2,2576.2,Sim,
853,7905-TVXTA,Feminino,0,Nao,Nao,5,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Sim,Nao,Mensal,Sim,BoletoEletronico,64.35,352.65,Nao,
1982,3190-FZATL,Masculino,0,Nao,Sim,14,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.95,268.4,Nao,
2774,9375-MHRRS,Masculino,0,Nao,Nao,6,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,BoletoImpresso,50.05,288.35,Nao,
5919,6625-IUTTT,Masculino,0,Nao,Nao,67,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Sim,2 anos,Nao,DebitoAutomatico,65.55,4361.55,Nao,
4929,2055-BFOCC,Masculino,1,Sim,Nao,63,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,84.0,5329.55,Nao,
5211,8382-SHQEH,Feminino,0,Sim,Nao,8,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,84.9,764.95,Sim,
1166,7129-ACFOG,Feminino,0,Nao,Nao,5,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,53.8,283.95,Nao,
6002,3727-RJMEO,Masculino,0,Sim,Nao,6,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,82.85,460.25,Sim,
971,5002-GCQFH,Masculino,0,Sim,Nao,49,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,93.85,4733.1,Nao,
2701,1697-LYYYX,Feminino,0,Sim,Sim,61,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,19.1,1143.8,Nao,
4495,4702-IOQDC,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.1,70.1,Sim,
3847,8439-LTUGF,Masculino,0,Nao,Nao,10,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,CartaoCredito,20.0,198.6,Nao,
2368,6650-BWFRT,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,117.15,8529.5,Nao,
4115,7247-XOZPB,Masculino,0,Sim,Nao,53,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Anual,Nao,DebitoAutomatico,77.4,4155.95,Nao,
4780,5895-QSXOD,Masculino,0,Nao,Nao,9,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,70.05,657.5,Nao,
4131,2876-VBBBL,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,20.25,20.25,Sim,
2950,3345-JHUEO,Masculino,0,Nao,Nao,4,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,20.2,55.7,Nao,
5625,8963-MQVYN,Feminino,0,Nao,Sim,22,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,20.55,469.85,Nao,
524,8397-MVTAZ,Masculino,0,Sim,Nao,34,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,100.05,3480,Sim,
2455,8481-YYXWG,Feminino,0,Nao,Nao,5,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Nao,Sim,Mensal,Sim,BoletoEletronico,89.35,461.7,Sim,
5016,4140-WJAWW,Feminino,0,Nao,Nao,5,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,CartaoCredito,19.85,108.05,Sim,
1841,8958-JPTRR,Feminino,0,Sim,Nao,56,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoEletronico,24.3,1261.7,Nao,
5986,5271-DBYSJ,Masculino,1,Nao,Nao,11,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,CartaoCredito,79.15,827.7,Nao,
537,5844-QVTAT,Feminino,0,Sim,Sim,33,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Anual,Sim,BoletoImpresso,58.45,1955.4,Nao,
2806,3259-QMXUN,Masculino,0,Sim,Nao,58,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,BoletoEletronico,86.1,4890.5,Nao,
5801,8695-ARGXZ,Masculino,1,Sim,Nao,34,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,75.55,2425.4,Nao,
5596,5982-XMDEX,Feminino,0,Nao,Nao,65,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,26.5,1698.55,Nao,
4341,3754-DXMRT,Masculino,1,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,44.15,92.65,Sim,
3175,7395-IGJOS,Masculino,1,Sim,Nao,17,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,DebitoAutomatico,81.5,1329.2,Sim,
784,5125-CNDSP,Masculino,0,Nao,Sim,63,Nao,SemTelefone,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Anual,Sim,DebitoAutomatico,40.6,2588.95,Nao,
4057,7980-MHFLQ,Feminino,0,Sim,Sim,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,24.9,1859.2,Nao,
1409,5977-CKHON,Feminino,0,Sim,Sim,43,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,92.55,4039,Nao,
2537,8670-ERCJH,Masculino,0,Nao,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,113.4,8164.1,Nao,
154,3077-RSNTJ,Feminino,0,Sim,Sim,6,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.7,113.5,Nao,
3009,8896-BQTTI,Masculino,0,Nao,Nao,1,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,25.0,25,Nao,
1686,6839-ITVZJ,Feminino,0,Sim,Sim,26,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,60.05,1616.15,Sim,
2901,7765-LWVVH,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Nao,2 anos,Sim,BoletoEletronico,95.1,6843.15,Nao,
6972,6664-FPDAC,Feminino,1,Nao,Nao,56,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,111.95,6418.9,Sim,
4721,4211-MMAZN,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.25,20.25,Sim,
3863,0365-BZUWY,Masculino,0,Sim,Nao,17,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,102.55,1742.5,Nao,
2733,3518-PZXZQ,Feminino,0,Sim,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoImpresso,55.3,55.3,Nao,
1895,3638-VBZTA,Masculino,0,Nao,Sim,68,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,86.5,5882.75,Nao,
5442,2481-SBOYW,Feminino,0,Nao,Sim,61,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,25.0,1498.35,Nao,
569,0308-IVGOK,Feminino,0,Nao,Nao,11,Nao,SemTelefone,DSL,Nao,Sim,Sim,Sim,Nao,Nao,Anual,Sim,CartaoCredito,40.4,422.6,Nao,
5854,7876-BEUTG,Feminino,0,Nao,Nao,15,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,48.8,720.1,Nao,
1816,1663-MHLHE,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.2,19.2,Nao,
2065,5153-RTHKF,Feminino,0,Nao,Nao,34,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,85.35,2896.6,Nao,
127,6734-PSBAW,Masculino,0,Sim,Nao,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,23.55,1723.95,Nao,
3394,9052-DHNKM,Masculino,0,Nao,Nao,26,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Anual,Nao,BoletoEletronico,61.55,1581.95,Nao,
3327,9494-BDNNC,Masculino,0,Sim,Nao,66,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,Anual,Nao,BoletoEletronico,95.3,6273.4,Nao,
7016,1471-GIQKQ,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,49.95,49.95,Nao,
6102,9795-NREXC,Feminino,0,Sim,Nao,64,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,85.0,5484.4,Nao,
2975,3043-TYBNO,Masculino,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Sim,Mensal,Nao,BoletoImpresso,60.65,196.9,Nao,
980,3318-ISQFQ,Feminino,0,Nao,Nao,20,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,DebitoAutomatico,19.5,413,Nao,
2300,4800-CZMPC,Feminino,0,Sim,Sim,48,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Sim,CartaoCredito,103.25,5037.55,Sim,
190,7100-FQPRV,Masculino,0,Sim,Sim,43,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Anual,Sim,CartaoCredito,71.9,3173.35,Nao,
1139,3082-WQRVY,Masculino,1,Sim,Nao,14,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.65,228.65,Nao,
5088,1399-OUPJN,Feminino,0,Sim,Sim,57,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.75,1272.05,Nao,
699,8338-QIUNR,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Nao,2 anos,Sim,CartaoCredito,66.5,4811.6,Nao,
6719,2509-TFPJU,Masculino,0,Sim,Nao,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,25.75,1864.2,Nao,
606,6516-NKQBO,Masculino,0,Sim,Sim,38,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,81.0,3084.9,Nao,
4276,1226-UDFZR,Feminino,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,49.6,114.7,Sim,
301,8098-LLAZX,Feminino,1,Nao,Nao,4,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,95.45,396.1,Sim,
3420,8663-UPDGF,Feminino,0,Nao,Nao,26,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,69.5,1800.05,Nao,
6777,9572-WUKSB,Masculino,0,Sim,Nao,3,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,29.9,92.25,Nao,
1060,6100-FJZDG,Masculino,0,Sim,Sim,26,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,DebitoAutomatico,20.05,505.9,Nao,
6834,3635-JBPSG,Feminino,0,Nao,Nao,15,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Nao,Sim,2 anos,Sim,BoletoImpresso,38.8,603,Nao,
6898,1956-YIFGE,Masculino,0,Sim,Sim,22,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,BoletoImpresso,100.05,2090.25,Nao,
2565,7996-BPXHY,Feminino,0,Sim,Sim,13,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,25.0,332.5,Nao,
7029,2235-DWLJU,Feminino,1,Nao,Nao,6,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,44.4,263.05,Nao,
1069,8883-GRDWQ,Masculino,1,Nao,Nao,20,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Anual,Nao,BoletoImpresso,54.0,1055.9,Nao,
2524,0784-ZQJZX,Masculino,0,Nao,Sim,72,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.9,1529.65,Nao,
2205,0380-NEAVX,Masculino,1,Nao,Nao,34,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,99.85,3343.15,Nao,
1243,5552-ZNFSJ,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,45.3,45.3,Sim,
16,8191-XWSZG,Feminino,0,Nao,Nao,52,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.65,1022.95,Nao,
3120,3148-AOIQT,Feminino,0,Sim,Nao,69,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,24.95,1718.35,Nao,
7019,9710-NJERN,Feminino,0,Nao,Nao,39,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.15,826,Nao,
4642,5458-CQJTA,Masculino,0,Sim,Sim,65,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,74.8,4820.15,Sim,
4754,2072-ZVJJX,Masculino,0,Sim,Nao,68,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,25.25,1728.2,Nao,
815,3196-NVXLZ,Feminino,0,Nao,Nao,25,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoImpresso,84.6,2088.05,Nao,
3067,7005-CCBKV,Masculino,0,Nao,Nao,6,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,84.4,556.35,Sim,
6724,7359-SSBJK,Feminino,1,Nao,Nao,64,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Nao,2 anos,Sim,CartaoCredito,70.2,4481,Sim,
5600,3799-ISUZQ,Masculino,0,Sim,Sim,7,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,69.95,529.5,Sim,
959,5651-YLPRD,Feminino,0,Sim,Sim,32,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,86.1,2723.75,Nao,
6427,6000-UKLWI,Masculino,0,Nao,Nao,41,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.15,802.35,Nao,
4893,4432-ADRLB,Masculino,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,44.65,74.9,Sim,
225,6778-JFCMK,Masculino,0,Nao,Nao,24,Nao,SemTelefone,DSL,Sim,Nao,Nao,Nao,Sim,Sim,Anual,Sim,BoletoImpresso,50.6,1288.75,Nao,
6170,2220-IAHLS,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,CartaoCredito,19.4,19.4,Nao,
3354,7029-IJEJK,Feminino,0,Nao,Nao,54,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Anual,Nao,DebitoAutomatico,44.1,2369.7,Nao,
5895,8033-ATFAS,Feminino,0,Sim,Sim,39,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoImpresso,59.85,2341.5,Nao,
2485,9921-ZVRHG,Feminino,0,Nao,Nao,14,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,80.45,1072,Sim,
562,3701-SFMUH,Masculino,0,Sim,Sim,7,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,CartaoCredito,69.7,516.15,Nao,
3436,0428-AXXLJ,Masculino,0,Nao,Nao,25,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,DebitoAutomatico,19.5,516.3,Nao,
6373,0943-ZQPXH,Masculino,0,Sim,Sim,44,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,92.95,4122.9,Nao,
6181,4937-QPZPO,Masculino,0,Sim,Sim,61,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,99.9,6241.35,Nao,
1693,7359-WWYJV,Masculino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,114.45,8375.05,Nao,
1045,3524-WQDSG,Feminino,0,Sim,Sim,43,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,99.3,4209.95,Nao,
3446,2000-MPKCA,Feminino,0,Nao,Nao,58,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,107.75,6332.75,Nao,
4565,1866-DIOQZ,Feminino,0,Sim,Nao,71,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Nao,DebitoAutomatico,66.8,4689.15,Nao,
954,5382-SOYZL,Masculino,0,Nao,Nao,22,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,95.1,2162.6,Nao,
7015,0666-UXTJO,Masculino,1,Sim,Nao,34,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,CartaoCredito,85.2,2874.45,Nao,
2735,7693-QPEFS,Masculino,1,Nao,Nao,52,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,72.95,3829.75,Nao,
6904,6211-WHMYA,Feminino,1,Nao,Nao,64,Nao,SemTelefone,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Mensal,Sim,BoletoEletronico,43.85,2751,Nao,
4735,0723-FDLAY,Masculino,0,Nao,Nao,44,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,85.25,3704.15,Nao,
6780,3640-JQGJG,Masculino,0,Sim,Sim,13,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,44.8,559.2,Nao,
1218,7979-CORPM,Masculino,0,Nao,Nao,24,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,CartaoCredito,90.55,2282.55,Sim,
5254,4393-GEADV,Masculino,0,Sim,Sim,70,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,114.75,7842.3,Nao,
5511,6586-MYGKD,Masculino,0,Sim,Nao,70,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,76.95,5289.8,Nao,
6748,6230-BSUXY,Feminino,1,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,85.0,85,Sim,
1527,0640-YJTPY,Masculino,0,Sim,Sim,72,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,21.0,1493.75,Nao,
3987,7625-XCQRH,Feminino,0,Nao,Nao,11,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,76.5,837.95,Sim,
7021,1699-HPSBG,Masculino,0,Nao,Nao,12,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Anual,Sim,BoletoEletronico,59.8,727.8,Sim,
1300,1291-CUOCY,Masculino,0,Sim,Nao,72,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,110.6,7962.2,Nao,
6886,7234-FECYN,Feminino,1,Nao,Nao,8,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Nao,BoletoEletronico,101.35,780.5,Sim,
5699,6719-OXYBR,Masculino,0,Nao,Nao,15,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,85.3,1219.85,Nao,
160,8992-VONJD,Feminino,0,Nao,Sim,13,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,56.0,764.55,Nao,
4067,9140-CZQZZ,Feminino,0,Sim,Nao,68,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,79.6,5515.8,Nao,
5800,7129-CAKJW,Feminino,0,Nao,Nao,17,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,80.05,1345.65,Nao,
956,3261-CQXOL,Feminino,0,Sim,Sim,71,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,25.45,1813.35,Nao,
3791,3453-RTHJQ,Masculino,0,Nao,Nao,6,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,69.1,435,Nao,
3234,8173-RXAYP,Feminino,0,Sim,Sim,24,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.7,452.55,Nao,
2869,2672-HUYVI,Feminino,0,Nao,Nao,6,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,91.1,455.3,Sim,
3777,4742-TXUEX,Feminino,0,Sim,Sim,47,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.3,890.5,Nao,
4433,4749-OJKQU,Feminino,0,Nao,Nao,4,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,75.65,302.35,Nao,
4973,7852-LECYP,Masculino,1,Sim,Nao,13,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Nao,Sim,Mensal,Nao,CartaoCredito,93.8,1261,Nao,
6015,2325-NBPZG,Feminino,0,Nao,Nao,3,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.55,233.65,Nao,
2961,6898-MDLZW,Masculino,0,Nao,Nao,12,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoImpresso,53.75,648.65,Nao,
5980,7049-GKVZY,Feminino,0,Nao,Nao,17,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Sim,Anual,Nao,CartaoCredito,79.85,1387.35,Nao,
2200,6296-DDOOR,Feminino,0,Nao,Nao,19,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Anual,Nao,BoletoEletronico,58.2,1045.25,Nao,
